# index, _pos
659,"array([0.05073508, 1.52520859])"
660,"array([0.04043696, 1.54394774])"
661,"array([-0.03556874,  1.45797174])"
662,"array([-0.01109854,  1.44731846])"
663,"array([0.38993795, 1.59580684])"
664,"array([0.3822564 , 1.56337689])"
665,"array([0.04269275, 1.25720265])"
666,"array([0.06695338, 1.26760392])"
667,"array([0.32660991, 1.28731874])"
668,"array([0.37610262, 1.3154553 ])"
669,"array([0.45638401, 1.35025733])"
670,"array([0.58017361, 1.43320015])"
671,"array([0.52833467, 1.44133729])"
672,"array([0.46012464, 1.39785549])"
673,"array([0.48450654, 1.41055974])"
674,"array([0.49344074, 1.39015253])"
675,"array([0.37922445, 1.49174292])"
676,"array([0.39850329, 1.51074222])"
677,"array([0.23633123, 1.32430051])"
678,"array([0.40676823, 1.40734044])"
679,"array([0.39427942, 1.38583349])"
680,"array([0.31637813, 1.3070605 ])"
681,"array([0.3439132 , 1.38989745])"
682,"array([0.29434878, 1.32277416])"
683,"array([0.29346142, 1.28002697])"
684,"array([0.31921416, 1.41086621])"
685,"array([0.31800082, 1.38106987])"
686,"array([0.32464179, 1.46551735])"
687,"array([0.34076677, 1.45045456])"
688,"array([0.41853258, 1.36510783])"
689,"array([0.41637402, 1.33373465])"
690,"array([-0.05547525,  1.42647506])"
691,"array([-0.02582244,  1.42321914])"
692,"array([0.11219612, 1.20567927])"
693,"array([0.34243298, 1.30297965])"
694,"array([0.18033525, 1.21309808])"
695,"array([0.16588835, 1.22915031])"
696,"array([-0.04063997,  1.48724083])"
697,"array([-0.06829049,  1.48717381])"
698,"array([0.67122026, 1.49474557])"
699,"array([0.69826972, 1.50513371])"
700,"array([0.3997897 , 1.46412023])"
701,"array([0.35368426, 1.48748071])"
702,"array([0.35913376, 1.46420486])"
703,"array([0.47351498, 1.35520831])"
704,"array([0.54965003, 1.43759152])"
705,"array([0.12046754, 1.33422764])"
706,"array([0.63354229, 1.54744441])"
707,"array([0.65112343, 1.57010729])"
708,"array([0.37469413, 1.37760101])"
709,"array([0.61577203, 1.51314678])"
710,"array([0.63995069, 1.52393871])"
711,"array([0.04275551, 1.43568318])"
712,"array([0.05529029, 1.41851908])"
713,"array([0.56004623, 1.46306907])"
714,"array([0.5696493 , 1.49125029])"
715,"array([0.20869985, 1.41773741])"
716,"array([0.21881692, 1.38979764])"
717,"array([0.39763213, 1.28061153])"
718,"array([0.37825057, 1.29900654])"
719,"array([0.20166461, 1.35025578])"
720,"array([0.23092675, 1.34892883])"
721,"array([0.08073273, 1.4904174 ])"
722,"array([0.07629079, 1.45909466])"
723,"array([0.1007182 , 1.48081604])"
724,"array([0.25556828, 1.28688623])"
725,"array([0.26626735, 1.31069982])"
726,"array([0.25013131, 1.21884354])"
727,"array([0.21218704, 1.36975902])"
728,"array([0.63513773, 1.48033146])"
729,"array([0.65988839, 1.46994883])"
730,"array([0.02194201, 1.53420443])"
731,"array([0.49226824, 1.30612319])"
732,"array([0.45940604, 1.31560955])"
733,"array([0.30335905, 1.51543939])"
734,"array([0.3173599 , 1.48601311])"
735,"array([0.27133371, 1.49091243])"
736,"array([0.28782568, 1.46432063])"
737,"array([0.04715489, 1.29518639])"
738,"array([0.07309336, 1.29039813])"
739,"array([-1.95310123, -0.71587737])"
740,"array([-1.97563556, -0.74701931])"
741,"array([-1.82080505, -0.80984978])"
742,"array([-1.92513151, -0.87762845])"
743,"array([-1.87868196, -0.85771512])"
744,"array([-1.83385262, -0.83077206])"
745,"array([-1.85688307, -0.86457439])"
746,"array([-1.81026617, -0.83839384])"
747,"array([-2.04617559, -0.90035723])"
748,"array([-1.99905858, -0.70952821])"
749,"array([-1.98413285, -0.65858299])"
750,"array([-2.02982212, -0.70336629])"
751,"array([-2.01577361, -0.68785068])"
752,"array([-2.01671706, -0.60461193])"
753,"array([-2.05748006, -0.6020445 ])"
754,"array([-2.05663292, -0.92641991])"
755,"array([-2.01716542, -0.77301372])"
756,"array([-2.03945411, -0.82386606])"
757,"array([-2.00986817, -0.79637519])"
758,"array([-1.97888736, -0.86722694])"
759,"array([-1.93633032, -0.85851296])"
760,"array([-1.909081  , -0.83837554])"
761,"array([-1.97198888, -0.84967282])"
762,"array([-1.96768549, -0.87860465])"
763,"array([-1.91170133, -0.76063177])"
764,"array([-2.10715521, -0.93631923])"
765,"array([-2.1500416, -0.8672602])"
766,"array([-2.12008622, -0.87894988])"
767,"array([-2.12529149, -0.77138323])"
768,"array([-2.08197094, -0.80155531])"
769,"array([-2.06613165, -0.7778466 ])"
770,"array([-2.1374401 , -0.74106714])"
771,"array([-2.0991635 , -0.75870587])"
772,"array([-2.05476255, -0.80050134])"
773,"array([-2.11440013, -0.74443676])"
774,"array([-2.11235597, -0.9558393 ])"
775,"array([-1.97876686, -0.70023237])"
776,"array([-2.08177428, -0.67732631])"
777,"array([-1.85609077, -0.7718738 ])"
778,"array([-1.94473302, -0.83971372])"
779,"array([-1.94379057, -0.91026338])"
780,"array([-2.02540963, -0.91259857])"
781,"array([-2.07336274, -0.93574239])"
782,"array([-2.14858279, -0.89206918])"
783,"array([-1.99478305, -0.94608063])"
784,"array([-2.02567371, -0.93463168])"
785,"array([-2.12980319, -0.71627897])"
786,"array([-2.10097313, -0.71475949])"
787,"array([-2.05532099, -0.85918099])"
788,"array([-1.99438633, -0.91957422])"
789,"array([-1.98319402, -0.9039201 ])"
790,"array([-1.74987533, -0.62409515])"
791,"array([-2.02715116, -0.87333356])"
792,"array([-1.99074999, -1.03126459])"
793,"array([-1.96705497, -1.04145367])"
794,"array([-1.93724065, -0.99234127])"
795,"array([-1.92037053, -0.95105805])"
796,"array([-1.90043637, -0.93030687])"
797,"array([-2.16742567, -0.73876954])"
798,"array([-2.06094014, -0.97115068])"
799,"array([-2.04415986, -0.94771634])"
800,"array([-1.91952196, -1.02115569])"
801,"array([-1.94350418, -1.02288886])"
802,"array([-1.75214197, -0.723674  ])"
803,"array([-2.08010374, -0.88879075])"
804,"array([-1.89502091, -0.95061495])"
805,"array([-1.99314268, -0.67914219])"
806,"array([-2.12835015, -0.84345895])"
807,"array([-2.10483992, -0.86143214])"
808,"array([-1.91893674, -0.99768547])"
809,"array([-1.92139017, -1.04628283])"
810,"array([-1.97373527, -1.08928827])"
811,"array([-1.94881478, -1.08872553])"
812,"array([-1.92552493, -0.9227286 ])"
813,"array([-1.94027532, -0.93334495])"
814,"array([-1.92269084, -0.80644463])"
815,"array([-1.90242358, -0.78334044])"
816,"array([-1.88697183, -0.76303414])"
817,"array([-2.1467271 , -0.97110933])"
818,"array([-2.17691978, -0.97307637])"
819,"array([-2.19008859, -0.95224083])"
820,"array([-2.15218991, -0.94247736])"
821,"array([-2.10354524, -0.89880981])"
822,"array([-1.92562429, -1.09016247])"
823,"array([-2.01125707, -0.82701466])"
824,"array([-2.02112184, -0.83865426])"
825,"array([-0.61174731,  0.424317  ])"
826,"array([-0.55587338,  0.46550832])"
827,"array([-0.57863254,  0.54073774])"
828,"array([-0.53617686,  0.52120121])"
829,"array([-0.51644764,  0.4731018 ])"
830,"array([-0.48435766,  0.54089617])"
831,"array([-0.57007983,  0.4586777 ])"
832,"array([-0.51200008,  0.49316416])"
833,"array([-0.58831496,  0.39634249])"
834,"array([-0.54200149,  0.42500616])"
835,"array([-0.60530903,  0.51196286])"
836,"array([-0.55760681,  0.50279641])"
837,"array([-0.58775668,  0.48403884])"
838,"array([-0.83294894,  0.42069473])"
839,"array([-0.94973056,  0.38563772])"
840,"array([-1.06512839,  0.35074043])"
841,"array([-0.27088308,  0.36956983])"
842,"array([-0.27689194,  0.38922053])"
843,"array([-0.52506212,  0.39315948])"
844,"array([-0.67119522,  0.39603598])"
845,"array([-0.59488188,  0.54371116])"
846,"array([-0.71472629,  0.35723137])"
847,"array([-0.75602705,  0.3095117 ])"
848,"array([-0.79472858,  0.26826578])"
849,"array([-0.53743603,  0.34897651])"
850,"array([-0.60091735,  0.31162887])"
851,"array([-0.58615343,  0.32742009])"
852,"array([-0.73331825,  0.43273631])"
853,"array([-0.7137564 ,  0.45234945])"
854,"array([-0.59658942,  0.35304859])"
855,"array([-0.57008976,  0.39657526])"
856,"array([-0.50819325,  0.4435555 ])"
857,"array([-0.71169135,  0.4003435 ])"
858,"array([-0.62066741,  0.52690648])"
859,"array([-0.63850432,  0.34784297])"
860,"array([-0.64188014,  0.36889727])"
861,"array([-0.55547613,  0.35799393])"
862,"array([-0.55031264,  0.38959884])"
863,"array([-0.56091357,  0.37102552])"
864,"array([-0.63992257,  0.31799596])"
865,"array([-0.70667769,  0.41739217])"
866,"array([-0.58952377,  0.37211769])"
867,"array([-0.54629938,  0.48119376])"
868,"array([-0.53643527,  0.45933103])"
869,"array([-0.61572089,  0.4759746 ])"
870,"array([-0.7315485 ,  0.33347732])"
871,"array([-0.63004951,  0.4816879 ])"
872,"array([-0.64106804,  0.46883302])"
873,"array([-0.73740997,  0.47141164])"
874,"array([-0.62513032,  0.43773065])"
875,"array([-0.67296695,  0.42614628])"
876,"array([-0.65557378,  0.41689032])"
877,"array([-0.59147491,  0.56641374])"
878,"array([-0.67884746,  0.47761533])"
879,"array([-0.77983856,  0.24763401])"
880,"array([-0.74325828,  0.36418716])"
881,"array([-0.64697041,  0.38567466])"
882,"array([-0.7059322 ,  0.37334321])"
883,"array([-0.67258909,  0.34023126])"
884,"array([-0.69892955,  0.33280171])"
885,"array([-0.64388307,  0.48506896])"
886,"array([-0.79895888,  0.23656508])"
887,"array([-0.8276715,  0.2620162])"
888,"array([-0.81775032,  0.24425682])"
889,"array([-0.81564623,  0.28014704])"
890,"array([-0.71485381,  0.46843807])"
891,"array([-0.61457969,  0.37534596])"
892,"array([-0.64692643,  0.5093541 ])"
893,"array([-0.69124773,  0.40393409])"
894,"array([-0.68631804,  0.38296911])"
895,"array([-0.62035521,  0.45470844])"
896,"array([-0.62504684,  0.49875581])"
897,"array([-0.63842476,  0.43087871])"
898,"array([-0.59934567,  0.2826506 ])"
899,"array([-0.66511045,  0.4964722 ])"
900,"array([-0.74023561,  0.38846747])"
901,"array([-0.6545349 ,  0.44696062])"
902,"array([-0.70676259,  0.43825078])"
903,"array([-0.5816886 ,  0.50731842])"
904,"array([-0.5440025 ,  0.44318717])"
905,"array([-0.56595443,  0.44098598])"
906,"array([-0.59144394,  0.44659459])"
907,"array([-0.50923887,  0.34152711])"
908,"array([-0.52012062,  0.32093941])"
909,"array([-0.54197186,  0.31809647])"
910,"array([-0.58292722,  0.42919046])"
911,"array([-0.7625505 ,  0.28690846])"
912,"array([-0.77654218,  0.35328002])"
913,"array([-0.83504607,  0.31643774])"
914,"array([-0.84609537,  0.33586533])"
915,"array([-0.83512701,  0.3866712 ])"
916,"array([-0.8460034 ,  0.36655626])"
917,"array([-0.81548615,  0.33632456])"
918,"array([-0.81568132,  0.36763105])"
919,"array([-0.59026773,  0.46597573])"
920,"array([-0.5683144 ,  0.48410167])"
921,"array([-0.65685089,  0.26579479])"
922,"array([-0.63290762,  0.20769579])"
923,"array([-0.65760834,  0.20042067])"
924,"array([-0.69249495,  0.2090238 ])"
925,"array([-0.70920762,  0.22710041])"
926,"array([-0.64996089,  0.22797775])"
927,"array([-0.68397838,  0.2368191 ])"
928,"array([-0.66799164,  0.46442403])"
929,"array([-0.68671853,  0.46208777])"
930,"array([-0.70413631,  0.4927368 ])"
931,"array([-0.72763996,  0.40675091])"
932,"array([-0.56182381,  0.42478545])"
933,"array([-1.15530261,  1.17538703])"
934,"array([-1.13650968,  1.06207168])"
935,"array([-1.13623628,  1.04033258])"
936,"array([-1.15169976,  1.09790694])"
937,"array([-1.0557094 ,  0.80577599])"
938,"array([-1.07879798,  0.79347059])"
939,"array([-1.10417319,  0.84577019])"
940,"array([-1.12745465,  0.81602712])"
941,"array([-1.15218607,  1.1351339 ])"
942,"array([-1.1203989 ,  1.13473696])"
943,"array([-1.05535205,  1.09299594])"
944,"array([-1.04917645,  1.03992876])"
945,"array([-1.02249146,  0.98555372])"
946,"array([-1.13914805,  1.16606996])"
947,"array([-1.15203345,  1.19631814])"
948,"array([-1.07555515,  1.29762833])"
949,"array([-1.07861881,  1.26094895])"
950,"array([-1.06186098,  1.27945457])"
951,"array([-1.05575153,  1.24272779])"
952,"array([-1.02431884,  0.76662564])"
953,"array([-1.01309852,  0.75201035])"
954,"array([-1.05705049,  0.86420866])"
955,"array([-0.94766206,  0.74214858])"
956,"array([-1.08731719,  0.85366851])"
957,"array([-1.10534359,  0.87998424])"
958,"array([-1.09574325,  1.17554102])"
959,"array([-1.07587512,  1.11911412])"
960,"array([-0.99860239,  0.97427235])"
961,"array([-1.07674557,  0.87065509])"
962,"array([-1.1104422 ,  1.25335906])"
963,"array([-1.04010572,  0.69731498])"
964,"array([-1.04933709,  1.27037276])"
965,"array([-1.03896097,  0.97265776])"
966,"array([-1.00347439,  0.99720258])"
967,"array([-1.0090034 ,  1.14545714])"
968,"array([-1.00408314,  1.09494566])"
969,"array([-1.10961833,  1.02936959])"
970,"array([-1.02940727,  1.26123915])"
971,"array([-1.04201217,  1.22010954])"
972,"array([-1.08430037,  0.94872175])"
973,"array([-1.06239839,  0.93511867])"
974,"array([-1.00245881,  0.80131174])"
975,"array([-1.0033567,  0.740216 ])"
976,"array([-1.09338202,  1.32448467])"
977,"array([-1.14118374,  1.3037192 ])"
978,"array([-1.06142773,  1.19902028])"
979,"array([-1.12352707,  0.72565971])"
980,"array([-1.16302208,  0.73515655])"
981,"array([-1.0864672 ,  0.89190595])"
982,"array([-1.10891444,  0.91399066])"
983,"array([-0.97480621,  0.74647603])"
984,"array([-1.0828391 ,  0.83220256])"
985,"array([-1.1129404,  0.8286584])"
986,"array([-1.0303334 ,  0.70827376])"
987,"array([-0.95833754,  0.98086098])"
988,"array([-0.9691134 ,  0.96403314])"
989,"array([-0.91819364,  0.98643598])"
990,"array([-1.22304424,  1.14734642])"
991,"array([-1.00805267,  0.70185114])"
992,"array([-1.12866658,  1.27329625])"
993,"array([-1.11182466,  1.2246954 ])"
994,"array([-1.19443111,  1.14957166])"
995,"array([-1.08288124,  1.04441411])"
996,"array([-0.99927644,  1.25805828])"
997,"array([-0.96535559,  1.00411671])"
998,"array([-1.1218422 ,  1.29059175])"
999,"array([-1.21626589,  1.17136104])"
1000,"array([-1.02485846,  1.22655284])"
1001,"array([-0.99581383,  1.22521578])"
1002,"array([-1.0167741 ,  1.18505381])"
1003,"array([-1.05068517,  1.12448049])"
1004,"array([-1.07460808,  1.02171787])"
1005,"array([-1.05444654,  1.1496574 ])"
1006,"array([-1.02302106,  1.06668817])"
1007,"array([-1.07858026,  1.15260482])"
1008,"array([-1.03314127,  1.13555167])"
1009,"array([-1.02560323,  1.15861548])"
1010,"array([-1.03509181,  0.75121586])"
1011,"array([-1.01658978,  0.72737472])"
1012,"array([-1.02350365,  0.67681209])"
1013,"array([-1.03419082,  0.66208093])"
1014,"array([-1.11505854,  1.15528647])"
1015,"array([-1.1186274 ,  0.86931208])"
1016,"array([-1.14680975,  0.84953031])"
1017,"array([-1.17406475,  0.86264657])"
1018,"array([-1.01639186,  0.8621731 ])"
1019,"array([-1.01290876,  0.84055598])"
1020,"array([-1.10560748,  0.99029147])"
1021,"array([-1.07813801,  0.98759413])"
1022,"array([-1.02985034,  0.84006269])"
1023,"array([-1.03359264,  0.79603916])"
1024,"array([-1.02041091,  0.79605615])"
1025,"array([-1.038667 ,  1.2356922])"
1026,"array([-1.03401639,  1.19395427])"
1027,"array([-1.00286024,  1.20346715])"
1028,"array([-1.06595179,  1.05709947])"
1029,"array([-1.07261927,  0.7571672 ])"
1030,"array([-1.06304103,  0.73503507])"
1031,"array([-0.98563698,  0.81991963])"
1032,"array([-0.96714129,  0.80013903])"
1033,"array([-1.20467024,  0.71883764])"
1034,"array([-1.09417082,  1.28733624])"
1035,"array([-1.09402458,  1.24389228])"
1036,"array([-1.13313047,  0.77169154])"
1037,"array([-1.0515944 ,  1.18422359])"
1038,"array([-1.09498206,  0.73235996])"
1039,"array([-1.09227937,  0.75164484])"
1040,"array([-1.08143903,  0.71910901])"
1041,"array([-1.06425587,  0.70264441])"
1042,"array([-1.09451942,  0.69584258])"
1043,"array([-1.06432313,  1.22673985])"
1044,"array([-1.04620756,  0.68214962])"
1045,"array([-1.04323222,  1.16230754])"
1046,"array([-1.00636085,  0.82669933])"
1047,"array([-1.11424132,  1.30600687])"
1048,"array([-1.07367374,  1.3313187 ])"
1049,"array([-1.08783357,  1.19867161])"
1050,"array([-1.04555405,  0.82222015])"
1051,"array([-1.09056443,  0.8145381 ])"
1052,"array([-0.98757674,  0.7807155 ])"
1053,"array([-1.18093166,  1.19566127])"
1054,"array([-0.9874672 ,  0.71379523])"
1055,"array([-1.04254948,  0.87310191])"
1056,"array([-1.04358487,  0.7340263 ])"
1057,"array([-0.99154927,  1.05256606])"
1058,"array([-1.003006  ,  0.88525153])"
1059,"array([-1.02434804,  0.81693871])"
1060,"array([-1.28847294, -2.06340446])"
1061,"array([-1.32159112, -2.02199368])"
1062,"array([-1.30999259, -2.01419083])"
1063,"array([-1.99154065, -1.47189741])"
1064,"array([-1.9566137 , -1.51561238])"
1065,"array([-1.91436823, -1.47688051])"
1066,"array([-1.97982361, -1.3589058 ])"
1067,"array([-1.20700304, -1.72179083])"
1068,"array([-1.18461074, -1.71343964])"
1069,"array([-1.15453948, -1.83797352])"
1070,"array([-1.21451446, -1.77142705])"
1071,"array([-0.76875163, -0.95837402])"
1072,"array([-0.71314733, -1.46624693])"
1073,"array([-0.820897  , -1.40408738])"
1074,"array([-1.50856765, -1.5995773 ])"
1075,"array([-1.56355602, -1.61055275])"
1076,"array([-1.5367609 , -1.60812876])"
1077,"array([-1.32102215, -1.29747972])"
1078,"array([-1.11756307, -1.41164405])"
1079,"array([-1.14079483, -1.41107568])"
1080,"array([-1.42335831, -1.49777924])"
1081,"array([-1.02796542, -1.99252581])"
1082,"array([-1.3184537 , -1.25198408])"
1083,"array([-1.91842542, -2.15015621])"
1084,"array([-1.39666628, -1.35289178])"
1085,"array([-1.81853165, -1.37881115])"
1086,"array([-1.79614937, -1.35372957])"
1087,"array([-1.82140902, -1.42295995])"
1088,"array([-1.83148888, -1.38086309])"
1089,"array([-1.86893379, -2.09708215])"
1090,"array([-1.8117715 , -1.48754975])"
1091,"array([-1.79838969, -1.43118945])"
1092,"array([-1.79398686, -1.30196888])"
1093,"array([-1.95645393, -2.05867276])"
1094,"array([-1.92304078, -2.01559707])"
1095,"array([-1.95582298, -2.10387842])"
1096,"array([-1.78593124, -1.23737825])"
1097,"array([-1.76578295, -1.2739551 ])"
1098,"array([-1.44679019, -1.40731968])"
1099,"array([-1.43698752, -1.46709972])"
1100,"array([-1.57704461, -1.99227003])"
1101,"array([-1.5788118 , -1.96080957])"
1102,"array([-0.90031561, -1.45031075])"
1103,"array([-0.92775204, -1.47571272])"
1104,"array([-1.80513619, -2.01326471])"
1105,"array([-1.03182566, -1.43776479])"
